,tenure,MonthlyCharges,TotalCharges,total_services_eng,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No_phone_service,MultipleLines_Yes,InternetService_Fiber_optic,InternetService_No,OnlineSecurity_No_internet_service,OnlineSecurity_Yes,OnlineBackup_No_internet_service,OnlineBackup_Yes,DeviceProtection_No_internet_service,DeviceProtection_Yes,TechSupport_No_internet_service,TechSupport_Yes,StreamingTV_No_internet_service,StreamingTV_Yes,StreamingMovies_No_internet_service,StreamingMovies_Yes,Contract_One_year,Contract_Two_year,PaperlessBilling_Yes,PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check,tenure_group_eng_13-24,tenure_group_eng_25-48,tenure_group_eng_49+,tenure_group_eng_7-12,monthly_charges_bin_eng_Low,monthly_charges_bin_eng_Medium,is_month_to_month_eng_Yes,short_tenure_month_to_month_eng_True,has_streaming_eng_Yes
2615,-0.5934054158616899,0.11129636279203675,-0.44038263766416924,0.7844937907641018,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,True
4293,-0.3489090259683637,-1.341904006530998,-0.7456278449486571,-0.671868444565295,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
559,0.9550717201293761,1.4033990911729755,1.639925747162155,1.2699478692072341,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
2450,-1.1231475939638966,0.8088325400670935,-0.8087161028216514,0.29903971232096954,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
5661,-0.6341548141772443,-1.3585120107518325,-0.8314814929841112,-0.671868444565295,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False
1477,-0.7971524074394618,1.0579526033796138,-0.46861963221895775,0.29903971232096954,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
562,1.0773199150760393,1.1459750257500378,1.564531872985128,0.7844937907641018,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
3634,-0.14516203439059186,1.0263973953600283,0.1948508554018429,0.7844937907641018,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
2010,-0.1859114327061462,-0.501538992956763,-0.39184137620772735,-0.671868444565295,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
1173,0.5475777369738324,0.4716900543841497,0.5677989266733374,1.2699478692072341,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
4989,-1.2453957889105598,-0.6742622368534436,-0.9704470599603623,-1.1573225230084272,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False
6210,-1.2861451872261143,-1.3053663972451615,-1.0003321281272979,-1.6427766014515595,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
433,-0.8379018057550162,-0.6510110309442751,-0.7835774866576997,-1.1573225230084272,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False
4107,0.7513247285516043,-1.4963584457847605,-0.559505398350168,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
1106,1.1180693133915935,-0.8436638799059574,0.05390760009101545,-0.18641436612216275,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
2136,-0.6749042124927986,-1.4897152440964267,-0.8616082786141619,-1.1573225230084272,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
1916,1.5255632965471373,0.6958981113654179,1.595295913745209,1.7554019476503664,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
330,0.09933435550273437,-1.4996800466289273,-0.6866927325782737,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False
6680,0.1808331521338431,0.9732517818533569,0.5094131721736695,0.7844937907641018,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
5394,0.8735729234982674,0.7042021134758353,0.9766310540599832,1.7554019476503664,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
1912,1.607062093178246,0.8005285379566761,1.780165824398466,2.2408560260934984,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
3530,-1.2861451872261143,0.4700292539620663,-0.9768415855754933,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
1806,-0.38965842428391806,0.4766724556503998,-0.20503772584955077,-0.18641436612216275,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
1404,0.4253295420271693,0.9151237670804355,0.7634582259074515,0.29903971232096954,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
6219,1.5255632965471373,-0.0016380659096388228,0.9886949529009006,0.7844937907641018,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
792,-1.0823981956483424,-0.6642974343209428,-0.8803523691629825,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True
4649,0.3845801437116149,-1.3252960023101632,-0.5294445356646033,-1.6427766014515595,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False
2286,-1.163896992279451,0.6859333088329173,-0.8702661586566417,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
5767,1.607062093178246,0.5746596805533245,1.616742845017951,1.7554019476503664,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
5803,-1.2861451872261143,0.19931878516246077,-0.9804233988925598,-1.1573225230084272,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
3798,-0.9194006023861249,0.4932804598712345,-0.661246476006721,-0.18641436612216275,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
6910,0.8735729234982674,0.4932804598712345,0.8817899112596196,-0.18641436612216275,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
269,1.5663126948626918,-1.3535296094855822,-0.25001914830375466,-0.671868444565295,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False
1823,0.3845801437116149,-1.326956802732247,-0.5941808671497448,-0.671868444565295,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
5247,0.7920741268671586,1.0380229983146123,1.1815195655221216,0.7844937907641018,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
3404,-1.2046463905950056,-0.38528296341092017,-0.9286958617859669,-0.671868444565295,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True
6794,1.5255632965471373,1.3469318768221374,2.150630798094326,1.2699478692072341,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
1945,1.3218163049693654,0.8918725611712669,1.5992952390440196,0.29903971232096954,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
2501,1.607062093178246,-1.351868809063499,-0.22991265023555896,-0.671868444565295,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
6345,1.158818711707148,0.9533221767883555,1.5640704123737268,0.7844937907641018,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3309,0.1808331521338431,0.49992366155956847,0.3152261520330736,-0.18641436612216275,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3834,0.14008375381828872,1.0463270004250296,0.49849193770384087,0.7844937907641018,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
4637,0.01783555887162562,1.308733467114218,0.4868455508446674,1.2699478692072341,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
5465,-1.2861451872261143,0.651056499969164,-0.9744463852591727,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
2255,-1.2046463905950056,0.5015844619816519,-0.9160166821298477,-0.18641436612216275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
297,0.09933435550273437,1.1891558367242079,0.49910721851904255,0.7844937907641018,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
4630,-1.2453957889105598,0.3504516235720563,-0.9385403548291925,-0.671868444565295,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
6490,-1.2861451872261143,-1.4847328428301763,-1.0027053541287898,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
2596,1.607062093178246,1.117741418574619,2.121668651150192,1.2699478692072341,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
364,-0.5934054158616899,0.36207722652664087,-0.4081902664402275,-0.671868444565295,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
310,-1.2861451872261143,-1.519609651693929,-1.003166814740191,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
5546,1.5255632965471373,-1.501340847051011,-0.40568519454976376,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1563,-0.8786512040705705,1.5412455262059035,-0.49169266278901835,1.7554019476503664,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
1567,-1.2046463905950056,-0.6642974343209428,-0.9557682176548379,-1.1573225230084272,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
726,-1.1231475939638966,0.5264964683129039,-0.8551258557397163,-0.671868444565295,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
2220,0.01783555887162562,-0.860271884126792,-0.4363393637357014,-0.671868444565295,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True
716,-0.022913839443928746,0.6859333088329173,0.15929641400912106,-0.18641436612216275,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
6286,0.6290765336049412,-1.488054443674343,-0.5601646277950268,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
4077,-1.2861451872261143,0.4334916446762297,-0.977325020501723,-0.671868444565295,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True
443,-0.5934054158616899,-0.006620467175889416,-0.49887826373798005,0.29903971232096954,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True
2979,-0.26741022933725495,-1.295401594712661,-0.7109963247787375,-0.671868444565295,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
2714,0.9550717201293761,0.25246439866913156,0.7833889294570181,0.7844937907641018,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
5244,0.09933435550273437,0.2657508020457995,0.07445358445578373,0.7844937907641018,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
273,-0.5119066192305812,1.3967558894846415,-0.05704071547873318,1.2699478692072341,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
1073,1.0365705167604848,-1.345225607375165,-0.3533204023131404,-0.671868444565295,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
5938,0.01783555887162562,-1.345225607375165,-0.6862752205965297,-0.671868444565295,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False
4397,-1.0823981956483424,0.6161796911054113,-0.801750245020976,-0.18641436612216275,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True
832,-1.163896992279451,0.4600644514295651,-0.8829453383127608,-0.671868444565295,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
6670,0.6290765336049412,1.0131109919833603,1.0222497316442174,0.7844937907641018,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True
343,1.2403175083382567,-1.4780896411418423,-0.4279232011563364,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
130,-0.7971524074394618,0.6958981113654179,-0.47736540952075207,-0.18641436612216275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
321,1.607062093178246,-0.1660573076959023,0.8623426426362828,0.7844937907641018,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
4588,-0.5934054158616899,0.8171365421775109,-0.2939458036461844,0.29903971232096954,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True
3960,-0.022913839443928746,-1.5179488512718458,-0.7509236548223567,-1.1573225230084272,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
4333,-1.1231475939638966,-0.5430590035088497,-0.9082597489953417,-0.671868444565295,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
2076,-0.38965842428391806,0.34214762146163896,-0.26322571151576074,-0.671868444565295,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
6533,-0.715653610808353,0.3653988273708076,-0.5146338474701072,-0.671868444565295,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
3712,0.9958211184449305,1.1509574270162883,1.404251220625107,0.7844937907641018,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
3260,-0.14516203439059186,0.19101478305204342,-0.14372938747767536,-1.1573225230084272,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
1227,-0.5119066192305812,-0.019906870552556882,-0.396961391562798,0.29903971232096954,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True
2584,-1.2046463905950056,0.367059627792891,-0.9097540024036883,-0.671868444565295,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2739,0.3845801437116149,1.129367021529203,0.8056489103784196,0.7844937907641018,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True
6979,0.14008375381828872,0.9500005759441883,0.4677059226289315,0.29903971232096954,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
309,0.6290765336049412,0.4567428505853984,0.6067593868644968,1.2699478692072341,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True
5701,1.5255632965471373,1.5113511186084008,2.3952928193962824,1.7554019476503664,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True
3938,-1.2046463905950056,-1.0213695250688886,-0.9503845105218238,-0.671868444565295,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
3549,-0.5119066192305812,0.6726469054562493,-0.24933794454406716,-0.18641436612216275,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
6738,-1.2861451872261143,0.6643429033458319,-0.9742705907405437,-0.18641436612216275,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True
1249,-1.041648797332788,0.47501165522831645,-0.7817096698972662,-0.671868444565295,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
549,1.607062093178246,1.5047079169200668,2.4897164502149023,1.7554019476503664,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
1721,-0.1044126360750375,-0.501538992956763,-0.37790966060637643,-0.671868444565295,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
4482,0.8735729234982674,1.6807527616609144,1.8147314216238997,2.2408560260934984,False,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
2455,0.6290765336049412,-1.5096448491614283,-0.6234067058718217,-1.1573225230084272,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
5854,-0.4711572209150268,1.0745606076004484,-0.08013572036362251,0.29903971232096954,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
5939,1.5255632965471373,0.651056499969164,1.4961697795532627,0.29903971232096954,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1625,0.22158255044939748,1.2489446519192127,0.7503615342695884,1.2699478692072341,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
3144,-1.0008993990172337,-0.02987167308505807,-0.7901038581618025,0.29903971232096954,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
2677,-1.163896992279451,-0.48493098873592827,-0.9208290570773175,-0.671868444565295,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
591,1.2403175083382567,0.6145188906833279,1.3769810959227782,1.7554019476503664,True,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
5787,0.5883271352893868,-0.1660573076959023,0.2051568090564701,0.7844937907641018,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True
995,1.607062093178246,-1.4714464394535083,-0.35586942283326145,-1.1573225230084272,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
3640,0.26233194876495186,0.5613732771766571,0.4034090774403625,-0.18641436612216275,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3993,0.26233194876495186,1.154279027860455,0.7621397670177338,0.7844937907641018,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
4171,1.4440644999160286,-0.28563493808591206,0.723662741752804,0.7844937907641018,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True
3719,-1.2861451872261143,0.1926755834741268,-0.9805112961518743,-1.1573225230084272,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
2660,0.01783555887162562,0.9483397755221049,0.33122345322831565,0.7844937907641018,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1591,-1.2453957889105598,0.1777283796753755,-0.9587786987863601,-1.1573225230084272,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False
2271,0.4660789403427237,1.3004294650038004,0.9641496432373217,1.2699478692072341,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
5450,-0.9194006023861249,0.7922245358462588,-0.6031463875998255,-0.18641436612216275,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True
853,1.1995681100227022,1.167565431237123,1.807084360063537,0.7844937907641018,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
498,-0.8379018057550162,1.1526182274383718,-0.4673451219588972,1.2699478692072341,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True
3163,0.7105753302360499,-1.516288050849762,-0.5576375815897345,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
3629,1.607062093178246,-1.3435648069530814,-0.2422182665395913,-0.671868444565295,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False
6625,-0.9194006023861249,1.232336647698378,-0.5418819978576074,1.2699478692072341,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True
5571,0.6290765336049412,-1.4963584457847605,-0.5701629410420531,-1.1573225230084272,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1332,-0.715653610808353,0.34380842188372235,-0.5217974741042404,-0.671868444565295,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
5714,1.0365705167604848,0.5198532666245703,1.1011375218789963,-0.18641436612216275,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
211,-1.2861451872261143,-1.320313601043913,-1.0005298969607554,-1.6427766014515595,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
294,-0.8379018057550162,-1.5046624478951778,-0.9147861204994445,-1.1573225230084272,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False
6019,-0.8379018057550162,0.5264964683129039,-0.6308340242838982,-0.18641436612216275,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
